"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-08-18 10:00","2013","08","18","10:00","**","18.1","","13.0","","72","","10","","19","","32.2","","101.90","","","","","","Mostly Cloudy"
"2013-08-18 11:00","2013","08","18","11:00","**","19.3","","13.3","","68","","10","","16","","40.2","","101.89","","","","","","NA"
"2013-08-18 12:00","2013","08","18","12:00","**","19.6","","13.8","","69","","14","","12","","24.1","","101.92","","","","","","NA"
"2013-08-18 13:00","2013","08","18","13:00","**","20.2","","13.7","","66","","16","","16","","32.2","","101.91","","","","","","Mostly Cloudy"
"2013-08-18 14:00","2013","08","18","14:00","**","20.6","","14.1","","66","","15","","18","","32.2","","101.93","","","","","","NA"
"2013-08-18 15:00","2013","08","18","15:00","**","21.8","","14.6","","63","","15","","14","","48.3","","101.89","","26","","","","NA"
"2013-08-18 16:00","2013","08","18","16:00","**","21.8","","15.0","","65","","17","","9","","32.2","","101.85","","26","","","","Mostly Cloudy"
"2013-08-18 17:00","2013","08","18","17:00","**","22.0","","13.2","","57","","25","","6","","48.3","","101.80","","25","","","","NA"
"2013-08-18 18:00","2013","08","18","18:00","**","21.3","","12.8","","58","","22","","3","","24.1","","101.75","","","","","","NA"
"2013-08-18 19:00","2013","08","18","19:00","**","19.6","","13.2","","66","","14","","15","","32.2","","101.74","","","","","","Mostly Cloudy"
"2013-08-18 20:00","2013","08","18","20:00","**","18.1","","12.8","","71","","13","","12","","32.2","","101.77","","","","","","NA"
"2013-08-18 21:00","2013","08","18","21:00","**","17.3","","13.3","","77","","10","","13","","24.1","","101.77","","","","","","NA"
"2013-08-18 22:00","2013","08","18","22:00","**","16.5","","12.7","","78","","10","","14","","24.1","","101.78","","","","","","Mostly Cloudy"
"2013-08-18 23:00","2013","08","18","23:00","**","15.2","","12.0","","81","","10","","16","","24.1","","101.75","","","","","","NA"
"2013-08-19 00:00","2013","08","19","00:00","**","14.4","","11.6","","83","","11","","15","","24.1","","101.74","","","","","","NA"
"2013-08-19 01:00","2013","08","19","01:00","**","14.3","","11.5","","83","","11","","15","","24.1","","101.72","","","","","","Mostly Cloudy"
"2013-08-19 02:00","2013","08","19","02:00","**","14.8","","12.0","","83","","11","","13","","24.1","","101.71","","","","","","NA"
"2013-08-19 03:00","2013","08","19","03:00","**","14.6","","12.1","","85","","10","","15","","24.1","","101.73","","","","","","NA"
"2013-08-19 04:00","2013","08","19","04:00","**","15.4","","12.0","","80","","10","","18","","24.1","","101.72","","","","","","Cloudy"
"2013-08-19 05:00","2013","08","19","05:00","**","15.4","","11.4","","77","","11","","20","","24.1","","101.75","","","","","","NA"
"2013-08-19 06:00","2013","08","19","06:00","**","15.4","","11.6","","78","","11","","21","","24.1","","101.76","","","","","","NA"
"2013-08-19 07:00","2013","08","19","07:00","**","16.2","","12.0","","76","","11","","19","","24.1","","101.78","","","","","","Mostly Cloudy"
"2013-08-19 08:00","2013","08","19","08:00","**","17.0","","11.6","","70","","10","","21","","24.1","","101.83","","","","","","NA"
"2013-08-19 09:00","2013","08","19","09:00","**","17.7","","11.8","","68","","11","","15","","24.1","","101.87","","","","","","NA"
"2013-08-19 10:00","2013","08","19","10:00","**","18.6","","11.7","","64","","11","","19","","24.1","","101.89","","","","","","Cloudy"
"2013-08-19 11:00","2013","08","19","11:00","**","19.3","","11.9","","62","","12","","21","","24.1","","101.92","","","","","","NA"
"2013-08-19 12:00","2013","08","19","12:00","**","19.8","","12.7","","63","","18","","10","","24.1","","101.94","","","","","","NA"
"2013-08-19 13:00","2013","08","19","13:00","**","20.7","","12.8","","60","","16","","12","","24.1","","101.93","","","","","","Mostly Cloudy"
"2013-08-19 14:00","2013","08","19","14:00","**","21.4","","13.9","","62","","13","","15","","24.1","","101.92","","25","","","","NA"
"2013-08-19 15:00","2013","08","19","15:00","**","22.1","","12.8","","55","","15","","9","","32.2","","101.88","","25","","","","NA"
"2013-08-19 16:00","2013","08","19","16:00","**","22.4","","13.1","","55","","17","","12","","32.2","","101.84","","25","","","","Mainly Clear"
"2013-08-19 17:00","2013","08","19","17:00","**","22.0","","13.0","","56","","15","","10","","32.2","","101.81","","25","","","","NA"
"2013-08-19 18:00","2013","08","19","18:00","**","21.0","","13.3","","61","","18","","9","","32.2","","101.78","","","","","","NA"
"2013-08-19 19:00","2013","08","19","19:00","**","19.1","","14.4","","74","","21","","10","","32.2","","101.79","","","","","","Clear"
"2013-08-19 20:00","2013","08","19","20:00","**","18.4","","13.1","","71","","14","","6","","24.1","","101.80","","","","","","NA"
"2013-08-19 21:00","2013","08","19","21:00","**","17.5","","13.9","","79","","35","","5","","24.1","","101.85","","","","","","NA"
"2013-08-19 22:00","2013","08","19","22:00","**","15.3","","11.3","","77","","11","","11","","24.1","","101.86","","","","","","Mainly Clear"
"2013-08-19 23:00","2013","08","19","23:00","**","14.6","","11.0","","79","","12","","9","","24.1","","101.87","","","","","","NA"
"2013-08-20 00:00","2013","08","20","00:00","**","13.8","","10.8","","82","","14","","9","","24.1","","101.89","","","","","","NA"
"2013-08-20 01:00","2013","08","20","01:00","**","13.2","","10.6","","84","","11","","9","","24.1","","101.89","","","","","","Clear"
"2013-08-20 02:00","2013","08","20","02:00","**","12.8","","10.9","","88","","11","","14","","24.1","","101.93","","","","","","NA"
"2013-08-20 03:00","2013","08","20","03:00","**","13.0","","11.4","","90","","10","","13","","24.1","","101.93","","","","","","NA"
"2013-08-20 04:00","2013","08","20","04:00","**","13.8","","12.0","","89","","10","","13","","24.1","","101.99","","","","","","Cloudy"
"2013-08-20 05:00","2013","08","20","05:00","**","13.8","","12.4","","91","","10","","14","","24.1","","102.02","","","","","","NA"
"2013-08-20 06:00","2013","08","20","06:00","**","14.4","","12.5","","88","","11","","14","","24.1","","102.06","","","","","","NA"
"2013-08-20 07:00","2013","08","20","07:00","**","15.1","","12.8","","86","","10","","11","","24.1","","102.10","","","","","","Cloudy"
"2013-08-20 08:00","2013","08","20","08:00","**","16.1","","13.1","","82","","10","","9","","24.1","","102.13","","","","","","NA"
"2013-08-20 09:00","2013","08","20","09:00","**","17.5","","13.5","","77","","25","","6","","32.2","","102.14","","","","","","NA"
"2013-08-20 10:00","2013","08","20","10:00","**","18.9","","13.2","","69","","25","","13","","32.2","","102.14","","","","","","Mainly Clear"
"2013-08-20 11:00","2013","08","20","11:00","**","20.1","","13.6","","66","","31","","16","","48.3","","102.12","","","","","","NA"
"2013-08-20 12:00","2013","08","20","12:00","**","20.4","","14.4","","68","","30","","20","","48.3","","102.11","","","","","","NA"
"2013-08-20 13:00","2013","08","20","13:00","**","20.7","","13.8","","64","","30","","23","","48.3","","102.07","","","","","","Mainly Clear"
"2013-08-20 14:00","2013","08","20","14:00","**","21.3","","12.8","","58","","29","","19","","48.3","","102.06","","","","","","NA"
"2013-08-20 15:00","2013","08","20","15:00","**","21.1","","13.4","","61","","26","","18","","48.3","","102.01","","","","","","NA"
"2013-08-20 16:00","2013","08","20","16:00","**","21.4","","11.8","","54","","29","","21","","48.3","","101.94","","","","","","Mainly Clear"
"2013-08-20 17:00","2013","08","20","17:00","**","20.8","","12.4","","58","","29","","14","","48.3","","101.91","","","","","","NA"
"2013-08-20 18:00","2013","08","20","18:00","**","19.7","","13.0","","65","","29","","14","","48.3","","101.87","","","","","","NA"
"2013-08-20 19:00","2013","08","20","19:00","**","17.4","","12.6","","73","","29","","10","","48.3","","101.86","","","","","","Mostly Cloudy"
"2013-08-20 20:00","2013","08","20","20:00","**","17.5","","12.0","","70","","21","","3","","48.3","","101.88","","","","","","NA"
"2013-08-20 21:00","2013","08","20","21:00","**","16.9","","11.2","","69","","34","","2","","48.3","","101.88","","","","","","NA"
"2013-08-20 22:00","2013","08","20","22:00","**","16.9","","11.0","","68","","12","","4","","48.3","","101.88","","","","","","Mainly Clear"
"2013-08-20 23:00","2013","08","20","23:00","**","16.8","","11.8","","72","","13","","3","","32.2","","101.87","","","","","","NA"
"2013-08-21 00:00","2013","08","21","00:00","**","16.0","","10.2","","68","","8","","9","","32.2","","101.90","","","","","","NA"
"2013-08-21 01:00","2013","08","21","01:00","**","14.1","","10.9","","81","","9","","7","","32.2","","101.91","","","","","","Mainly Clear"
"2013-08-21 02:00","2013","08","21","02:00","**","13.9","","10.2","","78","","2","","4","","32.2","","101.89","","","","","","NA"
"2013-08-21 03:00","2013","08","21","03:00","**","14.3","","10.4","","77","","4","","1","","32.2","","101.90","","","","","","NA"
"2013-08-21 04:00","2013","08","21","04:00","**","12.6","","9.6","","82","","4","","5","","32.2","","101.89","","","","","","Mainly Clear"
"2013-08-21 05:00","2013","08","21","05:00","**","12.6","","9.1","","79","","12","","6","","48.3","","101.88","","","","","","NA"
"2013-08-21 06:00","2013","08","21","06:00","**","13.4","","10.1","","80","","33","","1","","48.3","","101.89","","","","","","NA"
"2013-08-21 07:00","2013","08","21","07:00","**","16.0","","11.8","","76","","33","","4","","48.3","","101.91","","","","","","Mainly Clear"
"2013-08-21 08:00","2013","08","21","08:00","**","18.2","","13.8","","75","","31","","10","","48.3","","101.91","","","","","","NA"
"2013-08-21 09:00","2013","08","21","09:00","**","19.4","","14.3","","72","","31","","17","","48.3","","101.90","","","","","","NA"
"2013-08-21 10:00","2013","08","21","10:00","**","19.7","","13.5","","67","","29","","21","","48.3","","101.86","","","","","","Mainly Clear"
"2013-08-21 11:00","2013","08","21","11:00","**","20.1","","14.5","","70","","32","","21","","48.3","","101.85","","","","","","NA"
"2013-08-21 12:00","2013","08","21","12:00","**","21.3","","15.3","","68","","30","","21","","48.3","","101.82","","25","","","","NA"
"2013-08-21 13:00","2013","08","21","13:00","**","21.5","","14.8","","65","","30","","21","","48.3","","101.76","","25","","","","Clear"
"2013-08-21 14:00","2013","08","21","14:00","**","22.1","","15.3","","65","","31","","22","","48.3","","101.67","","26","","","","NA"
"2013-08-21 15:00","2013","08","21","15:00","**","22.1","","15.1","","64","","30","","22","","48.3","","101.60","","26","","","","NA"
"2013-08-21 16:00","2013","08","21","16:00","**","21.9","","14.7","","63","","31","","21","","48.3","","101.51","","26","","","","Clear"
"2013-08-21 17:00","2013","08","21","17:00","**","21.6","","15.8","","69","","29","","17","","48.3","","101.47","","26","","","","NA"
"2013-08-21 18:00","2013","08","21","18:00","**","20.6","","15.5","","72","","31","","15","","48.3","","101.42","","25","","","","NA"
"2013-08-21 19:00","2013","08","21","19:00","**","19.3","","15.2","","77","","31","","15","","48.3","","101.38","","","","","","Clear"
"2013-08-21 20:00","2013","08","21","20:00","**","18.8","","15.3","","80","","31","","14","","48.3","","101.37","","","","","","NA"
"2013-08-21 21:00","2013","08","21","21:00","**","17.2","","14.7","","85","","30","","13","","48.3","","101.37","","","","","","NA"
"2013-08-21 22:00","2013","08","21","22:00","**","17.2","","14.1","","82","","34","","8","","48.3","","101.37","","","","","","Clear"
"2013-08-21 23:00","2013","08","21","23:00","**","17.3","","12.5","","73","","36","","5","","48.3","","101.38","","","","","","NA"
"2013-08-22 00:00","2013","08","22","00:00","**","16.3","","11.9","","75","","10","","4","","48.3","","101.38","","","","","","NA"
"2013-08-22 01:00","2013","08","22","01:00","**","14.8","","11.8","","82","","2","","5","","48.3","","101.35","","","","","","Clear"
"2013-08-22 02:00","2013","08","22","02:00","**","15.0","","11.6","","80","","35","","8","","48.3","","101.35","","","","","","NA"
"2013-08-22 03:00","2013","08","22","03:00","**","15.2","","12.0","","81","","22","","4","","48.3","","101.36","","","","","","NA"
"2013-08-22 04:00","2013","08","22","04:00","**","13.8","","11.4","","85","","11","","7","","48.3","","101.32","","","","","","Clear"
"2013-08-22 05:00","2013","08","22","05:00","**","14.0","","11.5","","85","","11","","6","","48.3","","101.33","","","","","","NA"
"2013-08-22 06:00","2013","08","22","06:00","**","14.3","","12.4","","88","","10","","4","","48.3","","101.36","","","","","","NA"
"2013-08-22 07:00","2013","08","22","07:00","**","18.0","","13.6","","75","","31","","2","","48.3","","101.35","","","","","","Mostly Cloudy"
"2013-08-22 08:00","2013","08","22","08:00","**","20.2","","13.3","","64","","29","","2","","48.3","","101.32","","","","","","NA"
"2013-08-22 09:00","2013","08","22","09:00","**","20.6","","12.9","","61","","30","","18","","48.3","","101.28","","","","","","NA"
"2013-08-22 10:00","2013","08","22","10:00","**","21.0","","15.2","","69","","29","","19","","48.3","","101.25","","25","","","","Mostly Cloudy"
"2013-08-22 11:00","2013","08","22","11:00","**","21.4","","15.8","","70","","29","","17","","48.3","","101.21","","26","","","","NA"
"2013-08-22 12:00","2013","08","22","12:00","**","22.6","","14.6","","60","","29","","16","","48.3","","101.16","","26","","","","NA"
"2013-08-22 13:00","2013","08","22","13:00","**","22.7","","16.4","","67","","29","","15","","48.3","","101.12","","28","","","","Mostly Cloudy"
"2013-08-22 14:00","2013","08","22","14:00","**","23.1","","14.8","","59","","28","","9","","48.3","","101.06","","27","","","","NA"
"2013-08-22 15:00","2013","08","22","15:00","**","24.2","","14.2","","53","","26","","10","","48.3","","100.97","","28","","","","NA"
"2013-08-22 16:00","2013","08","22","16:00","**","23.7","","14.8","","57","","28","","7","","48.3","","100.92","","28","","","","Cloudy"
"2013-08-22 17:00","2013","08","22","17:00","**","23.4","","13.7","","54","","30","","9","","48.3","","100.85","","27","","","","NA"
"2013-08-22 18:00","2013","08","22","18:00","**","21.4","","15.1","","67","","28","","5","","48.3","","100.84","","25","","","","NA"
"2013-08-22 19:00","2013","08","22","19:00","**","20.0","","16.3","","79","","27","","3","","48.3","","100.82","","25","","","","Mostly Cloudy"
"2013-08-22 20:00","2013","08","22","20:00","**","19.4","","17.2","","87","","13","","2","","48.3","","100.85","","","","","","NA"
"2013-08-22 21:00","2013","08","22","21:00","**","18.1","","14.6","","80","","10","","15","","48.3","","100.86","","","","","","NA"
"2013-08-22 22:00","2013","08","22","22:00","**","17.9","","14.6","","81","","11","","14","","48.3","","100.84","","","","","","Mainly Clear"
"2013-08-22 23:00","2013","08","22","23:00","**","17.0","","13.2","","78","","10","","11","","48.3","","100.83","","","","","","NA"
"2013-08-23 00:00","2013","08","23","00:00","**","16.4","","13.2","","81","","14","","7","","48.3","","100.85","","","","","","NA"
"2013-08-23 01:00","2013","08","23","01:00","**","14.8","","12.3","","85","","11","","11","","48.3","","100.86","","","","","","Mostly Cloudy"
"2013-08-23 02:00","2013","08","23","02:00","**","15.0","","12.7","","86","","14","","12","","48.3","","100.85","","","","","","NA"
"2013-08-23 03:00","2013","08","23","03:00","**","14.9","","12.8","","87","","11","","16","","48.3","","100.88","","","","","","NA"
"2013-08-23 04:00","2013","08","23","04:00","**","15.5","","12.7","","83","","12","","15","","48.3","","100.88","","","","","","Cloudy"
"2013-08-23 05:00","2013","08","23","05:00","**","15.9","","11.7","","76","","12","","26","","48.3","","100.88","","","","","","NA"
"2013-08-23 06:00","2013","08","23","06:00","**","15.9","","11.9","","77","","12","","18","","48.3","","100.91","","","","","","NA"
"2013-08-23 07:00","2013","08","23","07:00","**","17.2","","12.8","","75","","11","","21","","48.3","","100.94","","","","","","Cloudy"
"2013-08-23 08:00","2013","08","23","08:00","**","17.6","","13.4","","76","","12","","31","","48.3","","100.98","","","","","","NA"
"2013-08-23 09:00","2013","08","23","09:00","**","17.3","","13.9","","80","","11","","29","","48.3","","101.03","","","","","","NA"
"2013-08-23 10:00","2013","08","23","10:00","**","19.5","","14.0","","70","","11","","34","","32.2","","101.04","","","","","","Mostly Cloudy"
"2013-08-23 11:00","2013","08","23","11:00","**","20.3","","14.1","","67","","13","","30","","48.3","","101.04","","","","","","NA"
"2013-08-23 12:00","2013","08","23","12:00","**","20.3","","13.6","","65","","14","","31","","48.3","","101.08","","","","","","NA"
"2013-08-23 13:00","2013","08","23","13:00","**","20.5","","13.6","","64","","13","","24","","32.2","","101.08","","","","","","Mostly Cloudy"
"2013-08-23 14:00","2013","08","23","14:00","**","22.1","","13.8","","59","","13","","21","","32.2","","101.06","","25","","","","NA"
"2013-08-23 15:00","2013","08","23","15:00","**","21.3","","12.8","","58","","17","","23","","32.2","","101.06","","","","","","NA"
"2013-08-23 16:00","2013","08","23","16:00","**","21.2","","12.7","","58","","15","","21","","32.2","","101.06","","","","","","Cloudy"
"2013-08-23 17:00","2013","08","23","17:00","**","20.7","","12.8","","60","","14","","14","","32.2","","101.04","","","","","","NA"
"2013-08-23 18:00","2013","08","23","18:00","**","20.2","","12.3","","60","","17","","18","","48.3","","101.03","","","","","","NA"
"2013-08-23 19:00","2013","08","23","19:00","**","18.9","","12.5","","66","","14","","9","","24.1","","101.04","","","","","","Cloudy"
"2013-08-23 20:00","2013","08","23","20:00","**","18.2","","12.5","","69","","20","","3","","24.1","","101.10","","","","","","NA"
"2013-08-23 21:00","2013","08","23","21:00","**","17.1","","15.0","","87","","28","","6","","24.1","","101.14","","","","","","Rain"
"2013-08-23 22:00","2013","08","23","22:00","**","16.5","","14.9","","90","","13","","4","","16.1","","101.14","","","","","","Rain"
"2013-08-23 23:00","2013","08","23","23:00","**","16.6","","15.5","","93","","8","","13","","16.1","","101.10","","","","","","Rain"
"2013-08-24 00:00","2013","08","24","00:00","**","16.6","","15.5","","93","","10","","9","","24.1","","101.13","","","","","","NA"
"2013-08-24 01:00","2013","08","24","01:00","**","16.8","","15.5","","92","","8","","12","","12.9","","101.12","","","","","","Rain"
"2013-08-24 02:00","2013","08","24","02:00","**","16.5","","15.1","","91","","9","","13","","16.1","","101.12","","","","","","Rain"
"2013-08-24 03:00","2013","08","24","03:00","**","16.0","","14.9","","93","","12","","13","","24.1","","101.13","","","","","","NA"
"2013-08-24 04:00","2013","08","24","04:00","**","15.5","","14.4","","93","","12","","12","","24.1","","101.14","","","","","","Mostly Cloudy"
"2013-08-24 05:00","2013","08","24","05:00","**","15.1","","14.3","","95","","12","","14","","19.3","","101.11","","","","","","NA"
"2013-08-24 06:00","2013","08","24","06:00","**","15.4","","14.6","","95","","11","","16","","19.3","","101.13","","","","","","NA"
"2013-08-24 07:00","2013","08","24","07:00","**","15.9","","15.0","","94","","11","","15","","19.3","","101.16","","","","","","Mostly Cloudy"
"2013-08-24 08:00","2013","08","24","08:00","**","16.9","","14.8","","87","","13","","18","","19.3","","101.18","","","","","","NA"
"2013-08-24 09:00","2013","08","24","09:00","**","17.5","","14.3","","81","","10","","14","","24.1","","101.18","","","","","","NA"
"2013-08-24 10:00","2013","08","24","10:00","**","20.1","","14.5","","70","","14","","10","","24.1","","101.20","","","","","","Mostly Cloudy"
"2013-08-24 11:00","2013","08","24","11:00","**","19.7","","13.9","","69","","13","","12","","32.2","","101.19","","","","","","NA"
"2013-08-24 12:00","2013","08","24","12:00","**","20.2","","12.5","","61","","11","","12","","48.3","","101.16","","","","","","NA"
"2013-08-24 13:00","2013","08","24","13:00","**","20.9","","13.5","","62","","14","","17","","48.3","","101.16","","","","","","Mostly Cloudy"
"2013-08-24 14:00","2013","08","24","14:00","**","20.4","","13.2","","63","","14","","15","","48.3","","101.15","","","","","","NA"
"2013-08-24 15:00","2013","08","24","15:00","**","19.8","","14.0","","69","","20","","18","","48.3","","101.15","","","","","","NA"
"2013-08-24 16:00","2013","08","24","16:00","**","19.1","","13.4","","69","","19","","16","","48.3","","101.15","","","","","","Mostly Cloudy"
"2013-08-24 17:00","2013","08","24","17:00","**","19.1","","12.9","","67","","21","","14","","32.2","","101.14","","","","","","NA"
"2013-08-24 18:00","2013","08","24","18:00","**","18.6","","13.3","","71","","22","","10","","48.3","","101.11","","","","","","NA"
"2013-08-24 19:00","2013","08","24","19:00","**","17.5","","13.3","","76","","22","","8","","48.3","","101.12","","","","","","Mostly Cloudy"
"2013-08-24 20:00","2013","08","24","20:00","**","17.5","","12.9","","74","","2","","4","","32.2","","101.17","","","","","","NA"
"2013-08-24 21:00","2013","08","24","21:00","**","17.7","","12.9","","73","","","","0","","32.2","","101.19","","","","","","NA"
"2013-08-24 22:00","2013","08","24","22:00","**","16.0","","12.6","","80","","10","","14","","32.2","","101.22","","","","","","Mostly Cloudy"
"2013-08-24 23:00","2013","08","24","23:00","**","15.1","","12.1","","82","","11","","7","","32.2","","101.25","","","","","","NA"
"2013-08-25 00:00","2013","08","25","00:00","**","15.3","","12.6","","84","","2","","3","","32.2","","101.27","","","","","","NA"
"2013-08-25 01:00","2013","08","25","01:00","**","14.8","","12.3","","85","","10","","9","","32.2","","101.29","","","","","","Mostly Cloudy"
"2013-08-25 02:00","2013","08","25","02:00","**","14.6","","12.0","","84","","9","","7","","32.2","","101.29","","","","","","NA"
"2013-08-25 03:00","2013","08","25","03:00","**","14.3","","12.2","","87","","9","","9","","32.2","","101.30","","","","","","NA"
"2013-08-25 04:00","2013","08","25","04:00","**","14.3","","11.8","","85","","9","","7","","32.2","","101.31","","","","","","Mostly Cloudy"
"2013-08-25 05:00","2013","08","25","05:00","**","13.4","","11.1","","86","","11","","9","","32.2","","101.33","","","","","","NA"
"2013-08-25 06:00","2013","08","25","06:00","**","14.1","","11.8","","86","","9","","7","","48.3","","101.35","","","","","","NA"
"2013-08-25 07:00","2013","08","25","07:00","**","16.1","","12.5","","79","","11","","10","","48.3","","101.38","","","","","","Mainly Clear"
"2013-08-25 08:00","2013","08","25","08:00","**","17.3","","11.4","","68","","13","","6","","48.3","","101.37","","","","","","NA"
"2013-08-25 09:00","2013","08","25","09:00","**","18.3","","12.4","","68","","21","","6","","48.3","","101.38","","","","","","NA"
"2013-08-25 10:00","2013","08","25","10:00","**","18.4","","13.8","","74","","24","","13","","48.3","","101.35","","","","","","Mainly Clear"
"2013-08-25 11:00","2013","08","25","11:00","**","18.6","","13.5","","72","","24","","17","","48.3","","101.32","","","","","","NA"
"2013-08-25 12:00","2013","08","25","12:00","**","19.7","","13.7","","68","","26","","15","","48.3","","101.27","","","","","","NA"
"2013-08-25 13:00","2013","08","25","13:00","**","20.2","","13.5","","65","","25","","14","","48.3","","101.23","","","","","","Mainly Clear"
"2013-08-25 14:00","2013","08","25","14:00","**","20.6","","13.4","","63","","26","","13","","48.3","","101.18","","","","","","NA"
"2013-08-25 15:00","2013","08","25","15:00","**","21.3","","12.6","","57","","27","","11","","48.3","","101.13","","","","","","NA"
"2013-08-25 16:00","2013","08","25","16:00","**","22.0","","12.7","","55","","30","","9","","48.3","","101.08","","25","","","","Mainly Clear"
"2013-08-25 17:00","2013","08","25","17:00","**","21.8","","11.4","","51","","25","","14","","48.3","","101.07","","","","","","NA"
"2013-08-25 18:00","2013","08","25","18:00","**","20.3","","11.4","","56","","25","","5","","48.3","","101.04","","","","","","NA"
"2013-08-25 19:00","2013","08","25","19:00","**","19.0","","12.8","","67","","23","","5","","48.3","","101.05","","","","","","Mostly Cloudy"
"2013-08-25 20:00","2013","08","25","20:00","**","18.5","","10.7","","60","","15","","9","","32.2","","101.09","","","","","","NA"
"2013-08-25 21:00","2013","08","25","21:00","**","18.1","","11.5","","65","","10","","11","","32.2","","101.08","","","","","","NA"
"2013-08-25 22:00","2013","08","25","22:00","**","17.5","","11.4","","67","","10","","16","","32.2","","101.10","","","","","","Mostly Cloudy"
"2013-08-25 23:00","2013","08","25","23:00","**","16.2","","11.2","","72","","11","","15","","32.2","","101.07","","","","","","NA"
"2013-08-26 00:00","2013","08","26","00:00","**","15.5","","10.5","","72","","11","","18","","32.2","","101.08","","","","","","NA"
"2013-08-26 01:00","2013","08","26","01:00","**","15.3","","10.5","","73","","10","","16","","32.2","","101.08","","","","","","Mostly Cloudy"
"2013-08-26 02:00","2013","08","26","02:00","**","14.8","","10.7","","76","","11","","13","","32.2","","101.10","","","","","","NA"
"2013-08-26 03:00","2013","08","26","03:00","**","15.0","","10.9","","76","","11","","16","","32.2","","101.11","","","","","","NA"
"2013-08-26 04:00","2013","08","26","04:00","**","14.7","","11.0","","78","","11","","13","","32.2","","101.14","","","","","","Mostly Cloudy"
"2013-08-26 05:00","2013","08","26","05:00","**","15.8","","11.4","","75","","11","","11","","32.2","","101.15","","","","","","NA"
"2013-08-26 06:00","2013","08","26","06:00","**","16.7","","12.3","","75","","10","","14","","32.2","","101.17","","","","","","NA"
"2013-08-26 07:00","2013","08","26","07:00","**","17.7","","13.1","","74","","11","","15","","32.2","","101.18","","","","","","Cloudy"
"2013-08-26 08:00","2013","08","26","08:00","**","18.8","","13.3","","70","","12","","18","","32.2","","101.17","","","","","","NA"
"2013-08-26 09:00","2013","08","26","09:00","**","19.3","","12.9","","66","","13","","22","","32.2","","101.16","","","","","","NA"
"2013-08-26 10:00","2013","08","26","10:00","**","20.5","","13.6","","64","","14","","16","","32.2","","101.15","","","","","","Mostly Cloudy"
"2013-08-26 11:00","2013","08","26","11:00","**","20.2","","12.8","","62","","15","","19","","32.2","","101.12","","","","","","NA"
"2013-08-26 12:00","2013","08","26","12:00","**","21.5","","13.5","","60","","12","","19","","32.2","","101.07","","25","","","","NA"
"2013-08-26 13:00","2013","08","26","13:00","**","20.9","","13.2","","61","","12","","24","","24.1","","101.05","","","","","","Rain Showers"
"2013-08-26 14:00","2013","08","26","14:00","**","22.3","","12.4","","53","","14","","22","","32.2","","101.01","","25","","","","NA"
"2013-08-26 15:00","2013","08","26","15:00","**","21.5","","12.2","","55","","12","","17","","32.2","","101.00","","","","","","NA"
"2013-08-26 16:00","2013","08","26","16:00","**","21.4","","12.7","","57","","13","","17","","32.2","","100.98","","","","","","Cloudy"
"2013-08-26 17:00","2013","08","26","17:00","**","19.9","","15.2","","74","","19","","5","","24.1","","101.02","","","","","","Rain Showers"
"2013-08-26 18:00","2013","08","26","18:00","**","19.4","","14.5","","73","","19","","6","","24.1","","101.04","","","","","","NA"
"2013-08-26 19:00","2013","08","26","19:00","**","18.6","","14.4","","76","","16","","6","","24.1","","101.09","","","","","","Cloudy"
"2013-08-26 20:00","2013","08","26","20:00","**","17.1","","14.4","","84","","11","","15","","24.1","","101.16","","","","","","NA"
"2013-08-26 21:00","2013","08","26","21:00","**","17.2","","13.2","","77","","10","","15","","32.2","","101.20","","","","","","NA"
"2013-08-26 22:00","2013","08","26","22:00","**","17.0","","12.6","","75","","13","","22","","24.1","","101.23","","","","","","Cloudy"
"2013-08-26 23:00","2013","08","26","23:00","**","16.3","","12.9","","80","","12","","10","","24.1","","101.30","","","","","","NA"
"2013-08-27 00:00","2013","08","27","00:00","**","16.2","","13.0","","81","","10","","13","","24.1","","101.33","","","","","","NA"
"2013-08-27 01:00","2013","08","27","01:00","**","15.9","","13.1","","83","","10","","16","","24.1","","101.35","","","","","","Cloudy"
"2013-08-27 02:00","2013","08","27","02:00","**","16.3","","13.1","","81","","8","","14","","24.1","","101.32","","","","","","NA"
"2013-08-27 03:00","2013","08","27","03:00","**","16.3","","13.3","","82","","8","","14","","24.1","","101.32","","","","","","NA"
"2013-08-27 04:00","2013","08","27","04:00","**","16.5","","13.6","","83","","7","","10","","24.1","","101.30","","","","","","Cloudy"
"2013-08-27 05:00","2013","08","27","05:00","**","16.9","","13.9","","82","","9","","12","","24.1","","101.22","","","","","","NA"
